City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
671,Muros,ES,62.83,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
673,Cumberland,US,56.48,clear sky,35.0502,-78.8664,American Eagle Inn
674,Santa Ana,US,71.4,few clouds,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
675,Dankaur,IN,68.31,clear sky,28.35,77.55,Singhal Banquet Farms
678,Ganzhou,CN,52.32,broken clouds,28.8184,115.4327,Zhanqian Grand Hotel
681,Karratha,AU,73.74,light rain,-20.7377,116.8463,ibis Styles Karratha
684,Sainte-Suzanne,RE,72.46,broken clouds,-20.9061,55.6089,Gites Ango
686,Lilongwe,MW,73.17,overcast clouds,-13.9669,33.7873,Spendwise furnished apartments.
688,Lashio,MM,57.18,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
690,Dakoro,NE,76.57,clear sky,14.5106,6.765,Shagon mai liverpool
692,Quatre Cocos,MU,71.71,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
693,Eyl,SO,78.94,overcast clouds,7.9803,49.8164,EYL AQUE SYSTEM
